Well,528/20,590/20
A1,659
B1,1509
C1,2874
D1,1
E1,1
F1,1
G1,1
H1,1
A2,669
B2,4297
C2,8583
D2,3
E2,0
F2,2
G2,0
H2,1
A3,706
B3,2134
C3,4151
D3,1
E3,0
F3,1
G3,0
H3,0
A4,653
B4,1815
C4,3253
D4,2
E4,0
F4,1
G4,3
H4,2
A5,691
B5,2251
C5,4068
D5,1
E5,1
F5,1
G5,1
H5,1
A6,692
B6,2609
C6,5104
D6,1
E6,0
F6,1
G6,0
H6,1
A7,693
B7,2147
C7,4118
D7,2
E7,1
F7,1
G7,0
H7,2
A8,686
B8,1650
C8,2869
D8,10
E8,0
F8,1
G8,1
H8,1
A9,695
B9,1912
C9,3634
D9,6
E9,1
F9,1
G9,1
H9,1
A10,643
B10,1970
C10,3702
D10,2
E10,1
F10,1
G10,1
H10,1
A11,596
B11,2291
C11,4464
D11,2
E11,0
F11,1
G11,1
H11,1
A12,676
B12,669
C12,923
D12,0
E12,3
F12,1
G12,1
H12,1

