Well,528/20,590/20
A1,940
B1,2113
C1,3429
D1,2
E1,923
F1,943
G1,921
H1,1
A2,952
B2,7747
C2,14546
D2,7
E2,1
F2,1
G2,2
H2,1
A3,959
B3,4113
C3,6718
D3,0
E3,1
F3,1
G3,1
H3,2
A4,946
B4,3064
C4,4928
D4,1
E4,1
F4,1
G4,2
H4,1
A5,851
B5,3747
C5,8050
D5,0
E5,1
F5,1
G5,2
H5,1
A6,891
B6,3985
C6,7191
D6,0
E6,1
F6,0
G6,2
H6,1
A7,861
B7,5604
C7,9505
D7,0
E7,1
F7,1
G7,2
H7,2
A8,918
B8,2770
C8,3934
D8,0
E8,0
F8,0
G8,0
H8,2
A9,895
B9,4878
C9,8346
D9,1
E9,0
F9,0
G9,0
H9,1
A10,816
B10,5119
C10,8717
D10,0
E10,1
F10,0
G10,1
H10,1
A11,858
B11,4393
C11,7702
D11,1
E11,0
F11,1
G11,2
H11,1
A12,924
B12,15226
C12,25077
D12,0
E12,1
F12,1
G12,1
H12,1

